user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
M1_3.120.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042835.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__SZUA-36 sp013042835	77.49	0.273	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003233115.1, s__SZUA-36 sp003233115, 95.0, 77.56, 0.184; GCA_014238945.1, s__SZUA-36 sp014238945, 95.0, 77.54, 0.157	41.24	11	0.92692	N/A
M1_3.121.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
M1_3.122.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.123.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__SG8-13;s__	N/A	N/A	N/A	N/A	N/A	GCA_001303025.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__SG8-13;s__SG8-13 sp001303025	77.32	0.125	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SG8-13;g__SG8-13;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	59.83	11	0.846	Genome has more than 32.5% of markers with multiple hits
M1_3.124.filtered	d__Bacteria;p__Calditrichota;c__Calditrichia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Calditrichota;c__Calditrichia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.03	11	0.53624	N/A
M1_3.125.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.1%)
M1_3.126.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	N/A	N/A	N/A	N/A	N/A	GCA_012974315.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__BM004 sp012974315	84.66	0.832	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002868955.1, s__BM004 sp002868955, 95.0, 79.92, 0.6	26.75	11	0.94713	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 40.0% of markers with multiple hits
M1_3.127.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.9%)
M1_3.128.filtered	d__Bacteria;p__Desulfobacterota;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__	N/A	N/A	N/A	N/A	N/A	GCA_015486285.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__S015-6 sp015486285	80.21	0.452	d__Bacteria;p__Desulfobacterota;c__DSWW01;o__DSWW01;f__DSWW01;g__S015-6;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	75.28	11	0.90224	N/A
M1_3.129.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__	N/A	N/A	N/A	N/A	N/A	GCA_001795335.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__9FT-COMBO-55-16 sp001795335	76.99	0.064	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.22	11	0.92586	N/A
M1_3.13.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	ANI	classification based on placement in class-level tree	GCA_013138675.1, s__JAACFB01 sp013138675, 95.0, 78.03, 0.122; GCA_009937615.1, s__JAACFB01 sp009937615, 95.0, 77.02, 0.074; GCA_011772865.1, s__JAACFB01 sp011772865, 95.0, 76.68, 0.061	15.17	11	0.91897	Genome domain questionable ( 15.8% Bacterial, 7.5% Archaeal)
M1_3.130.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.2%)
M1_3.131.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	ANI	classification based on placement in class-level tree	GCA_004525825.1, s__GCA-2748055 sp004525825, 95.0, 81.36, 0.388; GCA_003648635.1, s__GCA-2748055 sp003648635, 95.0, 79.1, 0.287; GCA_002748055.1, s__GCA-2748055 sp002748055, 95.0, 76.16, 0.095; GCA_011056635.1, s__GCA-2748055 sp011056635, 95.0, 76.15, 0.123; GCA_011048475.1, s__GCA-2748055 sp011048475, 95.0, 75.83, 0.104	49.74	11	0.93651	Genome has more than 23.3% of markers with multiple hits
M1_3.133.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042055.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__JABDQW01 sp013042055	77.81	0.337	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	55.16	11	0.92013	Genome has more than 41.7% of markers with multiple hits
M1_3.134.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	72.62	11	0.92148	N/A
M1_3.135.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__DTKJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__DTKJ01;s__	ANI	classification based on placement in class-level tree	GCA_011358955.1, s__DTKJ01 sp011358955, 95.0, 78.73, 0.379; GCA_011389355.1, s__DTKJ01 sp011389355, 95.0, 78.65, 0.375; GCA_011333555.1, s__DTKJ01 sp011333555, 95.0, 77.59, 0.316	62.45	11	0.89658	N/A
M1_3.136.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	ANI	classification based on placement in class-level tree	GCA_009937575.1, s__Halioglobus sp009937575, 95.0, 78.41, 0.321; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 78.32, 0.368; GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 78.31, 0.374; GCF_003457605.1, s__Halioglobus sediminis, 95.0, 78.0, 0.269; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 77.95, 0.219; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 77.94, 0.195; GCA_004354085.1, s__Halioglobus sp004354085, 95.0, 77.92, 0.265; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 77.69, 0.215; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 77.5, 0.19; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 77.42, 0.187; GCF_009388985.1, s__Halioglobus maricola, 95.0, 77.37, 0.174; GCF_902705825.1, s__Halioglobus japonicus_A, 95.0, 77.16, 0.162; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 76.99, 0.138; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 76.88, 0.179; GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 76.81, 0.067; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.72, 0.153; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 76.67, 0.182; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 76.54, 0.101; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 76.45, 0.123; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 76.01, 0.09; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 75.76, 0.096	41.46	11	0.91724	Genome has more than 41.7% of markers with multiple hits
M1_3.137.filtered	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042495.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__JABDQB01 sp013042495	79.28	0.495	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	26.85	11	0.89193	Genome has more than 49.2% of markers with multiple hits
M1_3.138.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.2%)
M1_3.139.filtered	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	N/A	N/A	N/A	N/A	N/A	GCA_003647035.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__SG8-38 sp003647035	81.78	0.763	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013002645.1, s__SG8-38 sp013002645, 95.0, 79.22, 0.557; GCA_004283055.1, s__SG8-38 sp004283055, 95.0, 79.07, 0.533; GCA_001303415.1, s__SG8-38 sp001303415, 95.0, 78.04, 0.416	94.58	11	0.96194	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.14.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDPQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042695.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDPQ01;s__JABDPQ01 sp013042695	79.2	0.111	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDPQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	20.21	11	0.88629	N/A
M1_3.140.filtered	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	ANI	classification based on placement in class-level tree	GCF_001723285.1, s__Methyloceanibacter methanicus, 95.0, 79.16, 0.451; GCA_002482645.1, s__Methyloceanibacter sp002482645, 95.0, 79.11, 0.445; GCF_000828475.1, s__Methyloceanibacter caenitepidi, 95.0, 78.69, 0.426; GCF_003071365.1, s__Methyloceanibacter sp003071365, 95.0, 78.68, 0.428; GCF_001723355.1, s__Methyloceanibacter stevinii, 95.0, 78.57, 0.425; GCF_001723295.1, s__Methyloceanibacter marginalis, 95.0, 78.55, 0.336; GCA_018067145.1, s__Methyloceanibacter sp018067145, 95.0, 78.4, 0.353; GCF_001723305.1, s__Methyloceanibacter superfactus, 95.0, 78.25, 0.37; GCA_002390155.1, s__Methyloceanibacter sp002390155, 95.0, 77.72, 0.443; GCA_016869535.1, s__Methyloceanibacter sp016869535, 95.0, 77.34, 0.213; GCA_014380485.1, s__Methyloceanibacter sp014380485, 95.0, 76.92, 0.259; GCA_002383105.1, s__Methyloceanibacter sp002383105, 95.0, 76.88, 0.245; GCA_016649675.1, s__Methyloceanibacter sp016649675, 95.0, 76.8, 0.219; GCA_003135455.1, s__Methyloceanibacter sp003135455, 95.0, 76.78, 0.167	68.47	11	0.96425	N/A
M1_3.141.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.8%)
M1_3.142.filtered	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	ANI	classification based on placement in class-level tree	GCA_013002645.1, s__SG8-38 sp013002645, 95.0, 80.74, 0.312; GCA_004283055.1, s__SG8-38 sp004283055, 95.0, 80.06, 0.347; GCA_003647035.1, s__SG8-38 sp003647035, 95.0, 79.7, 0.34; GCA_001303415.1, s__SG8-38 sp001303415, 95.0, 77.56, 0.23	24.23	11	0.93262	N/A
M1_3.143.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__	N/A	N/A	N/A	N/A	N/A	GCA_011330545.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__Aureibaculum sp011330545	77.34	0.164	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002352665.1, s__Aureibaculum sp002352665, 95.0, 77.32, 0.214; GCA_006065315.1, s__Aureibaculum sp006065315, 95.0, 77.16, 0.188; GCF_003813905.1, s__Aureibaculum marinum, 95.0, 77.03, 0.187; GCF_016406085.1, s__Aureibaculum sp016406085, 95.0, 76.92, 0.169; GCF_003449015.1, s__Aureibaculum sp003449015, 95.0, 76.88, 0.19; GCA_003511845.1, s__Aureibaculum sp003511845, 95.0, 76.86, 0.24; GCA_002747735.1, s__Aureibaculum sp002747735, 95.0, 75.74, 0.1	43.9	11	0.92543	Genome has more than 10.0% of markers with multiple hits
M1_3.144.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
M1_3.145.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042835.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__SZUA-36 sp013042835	77.33	0.351	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003233115.1, s__SZUA-36 sp003233115, 95.0, 77.34, 0.302; GCA_014238945.1, s__SZUA-36 sp014238945, 95.0, 76.81, 0.152	33.58	11	0.93042	Genome has more than 58.3% of markers with multiple hits
M1_3.146.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
M1_3.147.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	ANI	classification based on placement in class-level tree	GCA_003645435.1, s__GCA-001735895 sp003645435, 95.0, 78.42, 0.125; GCA_001735895.1, s__GCA-001735895 sp001735895, 95.0, 78.3, 0.2; GCA_009937625.1, s__GCA-001735895 sp009937625, 95.0, 78.28, 0.317; GCA_003231795.1, s__GCA-001735895 sp003231795, 95.0, 77.67, 0.145	64.63	11	0.95517	N/A
M1_3.148.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	ANI	classification based on placement in class-level tree	GCA_011374975.1, s__Thiogranum sp011374975, 95.0, 77.7, 0.27; GCA_011371465.1, s__Thiogranum sp011371465, 95.0, 77.58, 0.315; GCF_004339085.1, s__Thiogranum longum, 95.0, 77.48, 0.198; GCA_015494295.1, s__Thiogranum sp015494295, 95.0, 77.48, 0.231; GCA_011321775.1, s__Thiogranum sp011321775, 95.0, 77.28, 0.241	90.91	11	0.91599	N/A
M1_3.149.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_009937635.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__JAACFF01 sp009937635	75.28	0.007	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	28.77	11	0.91643	N/A
M1_3.15.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
M1_3.150.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.3%)
M1_3.151.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	12.55	11	0.9111	N/A
M1_3.152.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.33	11	0.77913	Genome has more than 14.2% of markers with multiple hits
M1_3.155.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	N/A	N/A	N/A	N/A	N/A	GCA_003645495.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp003645495	80.84	0.291	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018701055.1, s__SZUA-117 sp018701055, 95.0, 78.39, 0.042; GCA_004357475.1, s__SZUA-117 sp004357475, 95.0, 76.64, 0.081; GCA_003229095.1, s__SZUA-117 sp003229095, 95.0, 76.24, 0.025; GCA_905480255.1, s__SZUA-117 sp905480255, 95.0, 75.41, 0.064	10.27	11	0.95861	N/A
M1_3.156.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	N/A	N/A	N/A	N/A	N/A	GCA_002868985.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985	89.54	0.435	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003486165.1, s__UBA11574 sp003486165, 95.0, 87.32, 0.412	56.18	11	0.96047	N/A
M1_3.157.filtered	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013215605.1	95.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__JABSQW01;s__JABSQW01 sp013215605	77.03	0.262	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	16.28	11	0.77645	Genome domain questionable ( 19.2% Bacterial, 11.3% Archaeal)
M1_3.158.filtered	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__	N/A	N/A	N/A	N/A	N/A	GCA_003235785.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__UBA8639 sp003235785	80.17	0.561	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003228495.1, s__UBA8639 sp003228495, 95.0, 81.46, 0.611; GCA_003233615.1, s__UBA8639 sp003233615, 95.0, 79.1, 0.436; GCA_013817135.1, s__UBA8639 sp013817135, 95.0, 78.27, 0.152; GCA_009377845.1, s__UBA8639 sp009377845, 95.0, 77.72, 0.155; GCA_902500695.1, s__UBA8639 sp902500695, 95.0, 77.67, 0.176; GCA_003523945.1, s__UBA8639 sp003523945, 95.0, 77.37, 0.15	81.16	11	0.95708	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.159.filtered	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_016649615.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__67-14 sp016649615	83.85	0.843	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017304845.1, s__67-14 sp017304845, 95.0, 79.88, 0.366; GCA_001897355.1, s__67-14 sp001897355, 95.0, 79.77, 0.493; GCA_016650125.1, s__67-14 sp016650125, 95.0, 79.51, 0.474; GCA_016712175.1, s__67-14 sp016712175, 95.0, 79.02, 0.431; GCA_018883025.1, s__67-14 sp018883025, 95.0, 78.65, 0.425; GCA_903933815.1, s__67-14 sp903933815, 95.0, 78.37, 0.401; GCA_903891285.1, s__67-14 sp903891285, 95.0, 78.21, 0.396; GCA_903939845.1, s__67-14 sp903939845, 95.0, 78.18, 0.383	90.03	11	0.96903	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.16.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479705.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__UBA9214 sp905479705	79.49	0.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905480305.1, s__UBA9214 sp905480305, 95.0, 79.33, 0.403; GCA_003454335.1, s__UBA9214 sp003454335, 95.0, 78.96, 0.426; GCA_013041945.1, s__UBA9214 sp013041945, 95.0, 77.96, 0.277; GCA_905480065.1, s__UBA9214 sp905480065, 95.0, 77.57, 0.314	56.43	11	0.93928	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 36.7% of markers with multiple hits
M1_3.160.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	22.9	11	0.89766	N/A
